path,relative_path,device,label,day,receiver,location,distance,sf,scene,config,setup,split
data/raw/osu_lora/Diff_Days_Indoor_Setup/Day1/Device1/IQ_1.dat,Diff_Days_Indoor_Setup/Day1/Device1/IQ_1.dat,1,0,1,0,0,0,0,indoor,0,diff_days_indoor,train
data/raw/osu_lora/Diff_Days_Indoor_Setup/Day1/Device2/IQ_1.dat,Diff_Days_Indoor_Setup/Day1/Device2/IQ_1.dat,2,1,1,0,0,0,0,indoor,0,diff_days_indoor,train
data/raw/osu_lora/Diff_Days_Indoor_Setup/Day1/Device3/IQ_1.dat,Diff_Days_Indoor_Setup/Day1/Device3/IQ_1.dat,3,2,1,0,0,0,0,indoor,0,diff_days_indoor,train
data/raw/osu_lora/Diff_Days_Indoor_Setup/Day1/Device4/IQ_1.dat,Diff_Days_Indoor_Setup/Day1/Device4/IQ_1.dat,4,3,1,0,0,0,0,indoor,0,diff_days_indoor,train
data/raw/osu_lora/Diff_Days_Indoor_Setup/Day1/Device5/IQ_1.dat,Diff_Days_Indoor_Setup/Day1/Device5/IQ_1.dat,5,4,1,0,0,0,0,indoor,0,diff_days_indoor,train
data/raw/osu_lora/Diff_Days_Indoor_Setup/Day1/Device6/IQ_1.dat,Diff_Days_Indoor_Setup/Day1/Device6/IQ_1.dat,6,5,1,0,0,0,0,indoor,0,diff_days_indoor,train
data/raw/osu_lora/Diff_Days_Indoor_Setup/Day1/Device7/IQ_1.dat,Diff_Days_Indoor_Setup/Day1/Device7/IQ_1.dat,7,6,1,0,0,0,0,indoor,0,diff_days_indoor,train
data/raw/osu_lora/Diff_Days_Indoor_Setup/Day1/Device8/IQ_1.dat,Diff_Days_Indoor_Setup/Day1/Device8/IQ_1.dat,8,7,1,0,0,0,0,indoor,0,diff_days_indoor,train
data/raw/osu_lora/Diff_Days_Indoor_Setup/Day1/Device10/IQ_1.dat,Diff_Days_Indoor_Setup/Day1/Device10/IQ_1.dat,9,8,1,0,0,0,0,indoor,0,diff_days_indoor,train
data/raw/osu_lora/Diff_Days_Indoor_Setup/Day1/Device11/IQ_1.dat,Diff_Days_Indoor_Setup/Day1/Device11/IQ_1.dat,10,9,1,0,0,0,0,indoor,0,diff_days_indoor,train
data/raw/osu_lora/Diff_Days_Indoor_Setup/Day1/Device12/IQ_1.dat,Diff_Days_Indoor_Setup/Day1/Device12/IQ_1.dat,11,10,1,0,0,0,0,indoor,0,diff_days_indoor,train
data/raw/osu_lora/Diff_Days_Indoor_Setup/Day1/Device13/IQ_1.dat,Diff_Days_Indoor_Setup/Day1/Device13/IQ_1.dat,12,11,1,0,0,0,0,indoor,0,diff_days_indoor,train
data/raw/osu_lora/Diff_Days_Indoor_Setup/Day1/Device14/IQ_1.dat,Diff_Days_Indoor_Setup/Day1/Device14/IQ_1.dat,13,12,1,0,0,0,0,indoor,0,diff_days_indoor,train
data/raw/osu_lora/Diff_Days_Indoor_Setup/Day1/Device15/IQ_1.dat,Diff_Days_Indoor_Setup/Day1/Device15/IQ_1.dat,14,13,1,0,0,0,0,indoor,0,diff_days_indoor,train
data/raw/osu_lora/Diff_Days_Indoor_Setup/Day1/Device16/IQ_1.dat,Diff_Days_Indoor_Setup/Day1/Device16/IQ_1.dat,15,14,1,0,0,0,0,indoor,0,diff_days_indoor,train
data/raw/osu_lora/Diff_Days_Indoor_Setup/Day1/Device17/IQ_1.dat,Diff_Days_Indoor_Setup/Day1/Device17/IQ_1.dat,16,15,1,0,0,0,0,indoor,0,diff_days_indoor,train
data/raw/osu_lora/Diff_Days_Indoor_Setup/Day1/Device18/IQ_1.dat,Diff_Days_Indoor_Setup/Day1/Device18/IQ_1.dat,17,16,1,0,0,0,0,indoor,0,diff_days_indoor,train
data/raw/osu_lora/Diff_Days_Indoor_Setup/Day1/Device19/IQ_1.dat,Diff_Days_Indoor_Setup/Day1/Device19/IQ_1.dat,18,17,1,0,0,0,0,indoor,0,diff_days_indoor,train
data/raw/osu_lora/Diff_Days_Indoor_Setup/Day1/Device20/IQ_1.dat,Diff_Days_Indoor_Setup/Day1/Device20/IQ_1.dat,19,18,1,0,0,0,0,indoor,0,diff_days_indoor,train
data/raw/osu_lora/Diff_Days_Indoor_Setup/Day1/Device21/IQ_1.dat,Diff_Days_Indoor_Setup/Day1/Device21/IQ_1.dat,20,19,1,0,0,0,0,indoor,0,diff_days_indoor,train
data/raw/osu_lora/Diff_Days_Indoor_Setup/Day1/Device22/IQ_1.dat,Diff_Days_Indoor_Setup/Day1/Device22/IQ_1.dat,21,20,1,0,0,0,0,indoor,0,diff_days_indoor,train
data/raw/osu_lora/Diff_Days_Indoor_Setup/Day1/Device23/IQ_1.dat,Diff_Days_Indoor_Setup/Day1/Device23/IQ_1.dat,22,21,1,0,0,0,0,indoor,0,diff_days_indoor,train
data/raw/osu_lora/Diff_Days_Indoor_Setup/Day1/Device24/IQ_1.dat,Diff_Days_Indoor_Setup/Day1/Device24/IQ_1.dat,23,22,1,0,0,0,0,indoor,0,diff_days_indoor,train
data/raw/osu_lora/Diff_Days_Indoor_Setup/Day1/Device25/IQ_1.dat,Diff_Days_Indoor_Setup/Day1/Device25/IQ_1.dat,24,23,1,0,0,0,0,indoor,0,diff_days_indoor,train
data/raw/osu_lora/Diff_Days_Indoor_Setup/Day2/Device1/IQ_1.dat,Diff_Days_Indoor_Setup/Day2/Device1/IQ_1.dat,1,0,2,0,0,0,0,indoor,0,diff_days_indoor,val
data/raw/osu_lora/Diff_Days_Indoor_Setup/Day2/Device2/IQ_1.dat,Diff_Days_Indoor_Setup/Day2/Device2/IQ_1.dat,2,1,2,0,0,0,0,indoor,0,diff_days_indoor,val
data/raw/osu_lora/Diff_Days_Indoor_Setup/Day2/Device3/IQ_1.dat,Diff_Days_Indoor_Setup/Day2/Device3/IQ_1.dat,3,2,2,0,0,0,0,indoor,0,diff_days_indoor,val
